TAG,SP,Species Group,XCO,YCO,D86,D90,D95,D00,D05,D10
602,HEL2VE,Pulai,102.3117113,2.984797005,1.5,2.0,2.3,2.3,2.6,2.6
603,SHORP2,Sal,102.3118164,2.984839894,1.0,1.1,0.0,0.0,0.0,0.0
604,SHORP2,Sal,102.3118142,2.984833382,1.0,1.2,0.0,0.0,0.0,0.0
606,SHORP2,Sal,102.3118182,2.984827332,1.5,2.2,0.0,0.0,0.0,0.0
607,PARKSP,Pulai,102.3118053,2.984819124,3.5,5.6,6.0,5.7,5.8,6.5
608,SANTRU,Pulai,102.3118104,2.984885699,1.0,1.3,1.3,1.3,1.3,0.0
609,ARCHBU,Pulai,102.3118051,2.98482183,1.5,2.1,2.3,2.6,2.8,3.2
610,DIOSSI,Pulai,102.3116918,2.984791942,1.0,0.0,1.0,0.0,0.0,0.0
611,PAYELU,Pulai,102.3118052,2.98483272,1.0,1.7,2.0,2.1,2.1,2.1
612,QUERAR,Pulai,102.3118077,2.984835625,3.0,5.2,6.7,7.9,8.2,8.7
613,ANAXJA,Pulai,102.3118035,2.984844381,2.5,3.0,3.2,3.2,3.4,0.0
614,KNEMSC,Pulai,102.3117972,2.984843016,1.0,1.4,1.4,1.6,1.8,1.8
615,DACRR1,Pulai,102.311797,2.984845722,1.5,2.6,3.1,3.4,3.8,4.2
616,SHORAC,Sal,102.311796,2.984834765,1.0,1.6,0.0,1.0,1.3,1.6
617,APORAU,Pulai,102.3117942,2.98482284,2.0,2.9,3.1,3.4,3.3,3.5
618,GIROPA,Alder,102.3117873,2.984781522,5.2,5.6,5.8,5.8,0.0,0.0
619,XERONO,Pulai,102.3117831,2.984789376,1.0,1.7,1.7,1.7,1.7,1.8
620,ARDICR,Pulai,102.3117904,2.984800795,3.0,0.0,0.0,0.0,0.0,0.0
621,SHORBR,Sal,102.3117845,2.984807614,1.5,1.8,1.8,0.0,0.0,0.0
622,PRUNAR,Pulai,102.3117858,2.984814963,1.0,0.0,0.0,0.0,0.0,0.0
623,GOM1SE,Pulai,102.3117943,2.984809244,1.0,1.3,1.3,1.5,1.8,0.0
624,SHORBR,Sal,102.3117966,2.984814854,4.0,5.2,5.2,0.0,0.0,0.0
625,XYLOM2,Pulai,102.3118038,2.984814481,1.0,1.1,1.2,1.2,1.3,1.9
626,SHORL2,Sal,102.3116975,2.984776036,2.5,3.7,4.5,4.5,0.0,0.0
627,SANTRU,Pulai,102.3118147,2.984814373,1.5,2.7,2.8,0.0,0.0,0.0
628,PRUNAR,Pulai,102.3118193,2.9848129,1.0,1.6,0.0,0.0,0.0,0.0
629,SHORL1,Sal,102.3118189,2.984818312,2.0,3.1,3.1,0.0,0.0,0.0
630,LEPISE,Pulai,102.3118234,2.984818642,8.3,9.5,10.0,10.3,10.5,0.0
631,PRUNGR,Pulai,102.3118222,2.98480949,1.0,0.0,0.0,0.0,0.0,0.0
632,SHORL1,Sal,102.3118261,2.984806146,3.0,6.3,7.6,7.5,0.0,0.0
633,SHORL1,Sal,102.3118163,2.984804517,1.5,2.3,0.0,0.0,0.0,0.0
634,PIMEGR,Pulai,102.3118027,2.984793536,1.5,2.6,2.8,2.6,2.7,0.0
635,GONOGR,Pulai,102.3118091,2.984803988,5.2,5.4,5.5,5.5,5.5,5.7
636,GONITO,Pulai,102.3117914,2.98477457,5.6,6.6,7.6,7.6,7.8,9.4
637,MEL1AN,Pulai,102.3116378,2.984951875,1.5,2.3,2.5,2.5,2.7,2.7
638,CHAMMA,Pulai,102.3116477,2.984951701,2.0,2.2,2.2,0.0,0.0,0.0
639,RINOAN,Pulai,102.3116448,2.984954208,1.0,1.3,1.3,0.0,0.0,0.0
640,TABECO,Pulai,102.3116379,2.984962766,9.0,10.2,10.8,11.0,11.0,0.0
641,HORSFU,Pulai,102.3116353,2.984973458,9.6,9.7,10.1,10.3,10.4,11.2
642,ANI1ME,Sal,102.3116413,2.984965736,2.0,2.4,2.9,3.0,2.8,0.0
643,ARDICR,Pulai,102.3116502,2.984954605,1.5,2.0,2.1,2.2,0.0,2.1
644,PEN1MO,Pulai,102.3116542,2.984986639,49.1,49.6,50.0,0.0,54.0,59.1
645,ANAXJA,Pulai,102.3116474,2.984980698,1.5,2.2,2.0,2.3,2.7,2.7
646,ROTHMA,Pulai,102.3116691,2.984955092,1.0,1.0,1.0,0.0,0.0,0.0
647,IXONIC,Pulai,102.3116567,2.984976849,3.0,3.6,4.8,4.9,4.8,5.5
648,GARCSC,Pulai,102.311661,2.984979885,8.4,8.7,9.2,9.2,0.0,0.0
649,DRYPLO,Pulai,102.3115574,2.984928042,2.5,3.2,3.2,3.3,3.4,3.4
650,BARRMA,Pulai,102.3116609,2.984956301,6.5,6.0,6.3,6.1,6.1,0.0
651,DIPTCR,Sal,102.311663,2.984951923,3.0,3.2,3.2,3.6,3.5,3.2
652,BACCPA,Pulai,102.3116721,2.98495078,4.5,5.0,5.1,5.2,5.3,5.5
654,DIOSSC,Pulai,102.3116497,2.984998101,3.0,3.5,0.0,0.0,0.0,0.0
655,SHORL2,Sal,102.311653,2.985014668,105.8,106.5,108.1,0.0,0.0,0.0
657,TETRPO,Pulai,102.3116399,2.985009166,1.5,1.7,1.8,0.0,0.0,0.0
658,UROPGL,Pulai,102.3116415,2.985012004,3.5,3.6,3.7,4.0,0.0,0.0
659,GREWMI,Pulai,102.311639,2.985021794,1.0,0.0,0.0,0.0,0.0,0.0
660,DACRR1,Pulai,102.3116672,2.985030224,3.0,3.9,5.1,5.7,6.1,7.3
662,LASIS1,Pulai,102.3116664,2.985017464,1.5,2.1,0.0,1.7,0.0,0.0
663,OCHAAM,Pulai,102.3116699,2.98501863,10.4,10.3,10.8,11.2,11.6,13.3
664,DIOSBU,Pulai,102.3116599,2.985018805,8.2,8.0,8.9,9.1,8.9,9.4
665,DIOSBU,Pulai,102.3116659,2.985011083,5.0,5.4,5.8,5.4,0.0,0.0
667,DACRR1,Pulai,102.3116709,2.984992405,3.5,4.2,4.5,4.5,4.3,4.5
668,ARDICR,Pulai,102.311659,2.984994252,3.5,4.2,5.3,4.5,4.7,4.8
669,ARDICR,Pulai,102.3115475,2.984965398,1.0,1.7,1.9,1.9,1.9,0.0
670,ENICFU,Pulai,102.3116557,2.985002172,3.5,3.9,4.2,4.2,4.0,4.2
671,ELAEFE,Alder,102.3116294,2.985066432,1.5,2.2,3.5,4.1,0.0,0.0
672,UROPGL,Pulai,102.3116278,2.985076288,4.0,0.0,0.0,0.0,0.0,0.0
673,PAROVA,Pulai,102.3116313,2.985077455,1.7,2.9,6.6,7.5,8.2,9.2
674,XERONO,Pulai,102.3116368,2.98507695,1.0,1.6,2.1,2.2,2.6,2.5
675,POL1SU,Pulai,102.311652,2.985078074,1.5,2.1,2.7,2.7,3.0,3.1
676,EPIPMA,Pulai,102.3115558,2.985036748,2.5,3.4,3.5,3.8,3.7,3.7
677,DIOSSC,Pulai,102.3116688,2.985071146,1.5,2.1,2.5,2.3,2.4,2.4
678,LITHRA,Pulai,102.3116706,2.985071278,1.5,2.3,4.4,6.0,8.5,9.1
679,UROPGL,Pulai,102.3116663,2.985055547,2.0,0.0,0.0,0.0,0.0,0.0
680,EUGEPU,Pulai,102.3116622,2.985061597,2.0,2.5,3.2,3.5,4.4,4.9
681,ARDICR,Pulai,102.3116615,2.985059727,2.5,3.0,3.9,3.3,0.0,0.0
682,ARDICR,Pulai,102.3116612,2.985051542,1.5,1.9,2.0,0.0,0.0,0.0
683,ARTORI,Pulai,102.311665,2.985049101,3.0,4.5,4.7,5.4,5.5,5.6
684,GIROPA,Alder,102.3116647,2.985040014,3.5,6.0,0.0,0.0,0.0,0.0
685,SHORM2,Sal,102.3116602,2.985040586,22.0,25.6,0.0,0.0,0.0,0.0
686,PARKSP,Pulai,102.3116547,2.985041091,5.0,6.9,11.1,15.5,18.3,21.1
687,ARTORI,Pulai,102.3116456,2.985042234,2.0,2.5,3.0,3.1,3.0,3.0
688,STERRU,Pulai,102.3116546,2.985042895,2.0,0.0,0.0,2.6,3.6,3.8
689,NEOBHE,Chen,102.3116523,2.985036382,1.5,2.0,2.8,2.8,3.1,3.2
690,XERONO,Pulai,102.3116425,2.985048349,1.0,1.5,0.0,1.5,2.0,2.8
691,ARCHBU,Pulai,102.3116438,2.985054796,4.5,5.7,6.5,6.8,6.5,0.0
692,GONOGR,Pulai,102.3115171,2.985048403,3.0,3.4,4.6,3.7,3.9,4.1
693,DIOSVE,Pulai,102.311631,2.98509466,1.0,1.1,1.3,1.3,3.3,2.6
694,CANALR,Pulai,102.3116323,2.985101106,1.0,1.8,2.2,2.4,2.4,2.4
695,KNEMPA,Pulai,102.31163,2.985107288,2.5,2.5,2.8,2.9,2.7,2.7
696,BUCHSE,Pulai,102.3116312,2.98511644,3.0,0.0,0.0,0.0,0.0,0.0
697,NEPHCO,Pulai,102.311629,2.98512172,1.0,1.4,0.0,1.3,0.0,0.0
698,ANAXJA,Pulai,102.3116469,2.985123043,1.5,1.9,1.9,0.0,0.0,0.0
699,EPIPMA,Pulai,102.3115355,2.985080593,3.5,4.6,5.8,5.9,6.2,6.5
700,WALSPI,Pulai,102.3116532,2.985123506,1.0,2.3,3.1,3.5,3.8,4.0
701,ARDICR,Pulai,102.3116588,2.985121196,2.0,0.0,0.0,0.0,0.0,0.0
703,ARDICR,Pulai,102.3116577,2.985111142,3.0,3.2,3.3,3.4,3.3,3.4
704,MEMEDI,Alder,102.3116557,2.985114618,1.0,1.4,1.5,2.8,1.8,1.9
705,ARCHBU,Pulai,102.3116546,2.985104563,4.5,6.1,8.7,9.8,10.8,11.3
706,CALOTE,Pulai,102.3116615,2.9851087,1.5,0.0,0.0,2.1,2.4,2.9
707,MYRICI,Pulai,102.311664,2.985099812,1.0,1.0,0.0,0.0,0.0,0.0
708,ANAXJA,Pulai,102.3116653,2.985094466,2.0,2.6,3.0,3.4,4.2,0.0
709,KOOMMA,Pulai,102.3116577,2.98509935,25.0,26.3,29.1,32.1,31.8,0.0
711,BACCRE,Pulai,102.3116596,2.985084983,3.0,3.8,4.6,4.7,4.8,0.0
712,AGLAOD,Pulai,102.3116507,2.985084322,1.5,1.9,2.4,2.2,0.0,0.0
713,EUGEST,Pulai,102.3116509,2.985080714,8.5,8.8,9.1,9.1,9.1,9.0
714,PAYELU,Pulai,102.3116481,2.98508232,1.5,2.6,3.7,3.7,3.8,3.8
715,DACRR1,Pulai,102.3116417,2.985095453,1.5,2.1,2.2,2.6,2.7,2.8
716,DIOSVE,Pulai,102.3116575,2.985101154,1.0,1.5,2.4,1.8,1.8,2.1
717,SHOROC,Sal,102.3115338,2.985066864,1.0,2.1,2.5,3.0,3.0,3.2
718,ANAXJA,Pulai,102.3116466,2.985103066,1.0,1.0,1.2,1.2,0.0,0.0
719,PIMEGR,Pulai,102.3116675,2.985112771,1.0,0.0,0.0,0.0,0.0,0.0
721,GARCEU,Pulai,102.3117053,2.985126439,2.5,0.0,0.0,0.0,0.0,0.0
722,DIPLLA,Pulai,102.3116985,2.9851214,1.0,1.1,1.2,1.3,0.0,0.0
723,XERONO,Pulai,102.3117083,2.985110335,1.0,1.7,2.5,3.2,3.6,3.6
724,MESUCO,Pulai,102.3117066,2.985108399,1.5,2.0,2.3,2.4,2.5,2.6
725,GARCMA,Pulai,102.3116968,2.985106769,9.4,5.5,5.6,5.8,5.5,0.0
726,ANAXJA,Pulai,102.3116981,2.985102325,2.5,3.6,3.7,3.8,0.0,0.0
727,ARDICR,Pulai,102.3117137,2.985110732,2.5,2.7,2.8,3.3,3.3,3.2
728,DACRR1,Pulai,102.3117087,2.985092228,3.0,4.1,5.4,5.5,5.1,5.6
729,ONC1MO,Pulai,102.3116027,2.985865235,3.0,3.5,3.6,3.9,3.6,3.6
730,ATUNEX,Pulai,102.3116757,2.9850372,43.3,47.8,0.0,0.0,0.0,0.0
731,VATIPA,Sal,102.3116836,2.985040501,9.0,8.9,9.7,9.9,9.0,10.4
732,SCA1SP,Pulai,102.3116904,2.985046442,3.0,3.2,3.4,3.4,3.9,4.0
733,EURYLO,Pulai,102.3116874,2.985038059,2.5,3.0,3.8,4.1,4.4,4.5
734,ARDICR,Pulai,102.3116927,2.98504026,1.5,2.0,2.5,2.3,0.0,0.0
735,DIOSAP,Pulai,102.3117002,2.985048072,14.4,16.1,18.3,15.1,14.8,0.0
736,ARDICR,Pulai,102.3116867,2.985047982,1.0,1.6,1.7,0.0,0.0,0.0
737,DIOSA1,Pulai,102.3116758,2.98504809,4.0,4.6,4.8,5.1,5.1,5.2
738,ARCHBU,Pulai,102.311693,2.985060237,1.5,2.4,2.8,2.3,0.0,0.0
739,XANTGR,Pulai,102.3116903,2.985060039,1.0,1.2,1.5,1.8,1.8,0.0
740,MESUFE,Pulai,102.3116802,2.985062017,1.0,1.1,1.3,1.1,0.0,0.0
741,MESUFE,Pulai,102.3116811,2.985062985,6.4,7.9,0.0,0.0,0.0,0.0
742,KNEMCU,Pulai,102.3115741,2.985032659,8.6,9.2,9.8,10.1,10.0,10.1
743,TARES8,Pulai,102.3116823,2.985071236,1.0,1.0,1.4,0.0,1.5,1.6
744,MEMEME,Alder,102.3116897,2.985068157,1.0,1.8,2.0,2.1,0.0,0.0
745,PAYELU,Pulai,102.3116887,2.985069895,3.0,4.5,6.1,6.1,6.1,6.5
746,MEMEDI,Alder,102.3116784,2.98507458,1.5,1.8,1.9,2.1,0.0,0.0
747,BLUMTO,Pulai,102.3116768,2.985072643,4.5,5.1,5.0,0.0,0.0,0.0
748,BARRMA,Pulai,102.3117016,2.985078103,10.5,0.0,0.0,0.0,0.0,0.0
749,DRYPLO,Pulai,102.3116969,2.985068686,1.5,0.0,0.0,0.0,0.0,0.0
750,NEOBHE,Chen,102.3116971,2.98506598,1.0,2.0,0.0,0.0,0.0,0.0
751,ANAXJA,Pulai,102.3117016,2.985078103,2.5,3.8,3.9,4.9,4.1,3.9
752,XANTEU,Pulai,102.3117023,2.985080875,2.0,2.6,0.0,1.9,2.8,2.9
753,MACALO,Alder,102.3117049,2.985081976,4.5,5.5,5.5,0.0,0.0,0.0
754,APH1SU,Pulai,102.3117154,2.98506189,1.0,1.1,0.0,1.1,0.0,0.0
755,KNEMHO,Pulai,102.3117065,2.985061229,5.0,5.2,5.5,5.3,5.3,5.3
756,ACTIPR,Pulai,102.311711,2.985048865,1.0,1.5,0.0,1.2,0.0,0.0
757,ARDICR,Pulai,102.3117064,2.985050339,3.0,3.2,3.2,3.2,3.4,3.5
758,ARDICR,Pulai,102.3117067,2.985045828,1.0,1.5,2.1,2.2,0.0,0.0
759,MESUCO,Pulai,102.3116996,2.985044397,1.5,1.5,0.0,0.0,0.0,0.0
761,DIOSAN,Pulai,102.3116783,2.985002021,2.0,2.2,2.3,2.4,2.5,0.0
762,TARES8,Pulai,102.3116419,2.985129928,3.5,3.8,3.5,0.0,0.0,0.0
763,DIOSSC,Pulai,102.3116848,2.985012472,1.5,2.0,2.1,2.2,2.1,2.2
764,ARDICR,Pulai,102.311684,2.985010602,2.0,2.3,2.6,2.6,3.0,3.2
765,ARDICR,Pulai,102.3116818,2.985015882,2.0,2.5,2.7,3.5,3.2,3.6
766,EUGEFI,Pulai,102.3116869,2.985019887,13.3,13.5,15.1,15.9,15.6,17.1
767,DYSOC1,Pulai,102.3115665,2.984988568,1.5,1.5,1.9,1.6,0.0,0.0
768,EURYLO,Pulai,102.3116854,2.985028841,2.0,2.8,4.1,4.1,4.1,4.4
769,ARDICR,Pulai,102.311675,2.98503533,2.0,2.3,3.0,3.2,0.0,0.0
770,DIPTCR,Sal,102.3117022,2.985020109,3.0,3.6,4.4,3.9,4.1,4.3
771,ANAXJA,Pulai,102.3116952,2.985029568,2.5,2.5,2.5,3.1,3.0,0.0
772,ARDICR,Pulai,102.3116983,2.985037049,1.0,1.6,1.8,2.6,2.6,3.3
773,ARDICR,Pulai,102.3117117,2.98502715,1.5,1.1,1.5,0.0,0.0,0.0
774,ARDICR,Pulai,102.3116011,2.984984767,2.0,2.1,2.2,2.2,2.3,3.0
775,LITHWR,Pulai,102.3117162,2.985013885,3.0,3.7,5.2,5.2,6.2,8.8
776,RINOAN,Pulai,102.3117047,2.985023013,2.0,0.0,0.0,0.0,0.0,0.0
777,PHAEOP,Pulai,102.3117191,2.984998682,1.0,1.4,1.4,1.4,1.5,0.0
778,CRY1IN,Pulai,102.3117153,2.985002026,1.0,1.6,0.0,0.0,0.0,0.0
779,ARDICR,Pulai,102.3117084,2.984996987,1.0,0.0,0.0,0.0,0.0,0.0
780,GALEFU,Pulai,102.311703,2.984997492,2.5,2.8,2.5,2.8,3.1,3.3
781,SHORAC,Sal,102.3117056,2.984999495,1.5,1.3,0.0,0.0,0.0,0.0
782,ARDICR,Pulai,102.3117079,2.985004203,3.0,3.8,3.5,2.9,3.0,3.0
783,ENICFU,Pulai,102.311695,2.984995995,2.0,2.3,2.5,2.6,2.5,2.7
784,ARDICR,Pulai,102.311687,2.984993596,3.0,4.0,4.9,4.5,4.5,5.5
785,GLYCCH,Pulai,102.3116918,2.985003013,2.0,2.3,2.4,2.4,2.6,0.0
786,ARDICR,Pulai,102.3117015,2.985005544,2.5,3.2,3.3,3.3,3.4,3.7
787,ARDICR,Pulai,102.3116198,2.985173641,2.0,1.5,1.7,1.6,0.0,0.0
788,LEPISE,Pulai,102.3116884,2.984950166,1.5,2.0,2.5,2.2,2.3,2.9
789,PHAEOP,Pulai,102.3116835,2.984967942,2.0,2.2,2.3,2.3,2.2,2.5
790,MEL1AN,Pulai,102.3115723,2.984933677,8.5,9.4,10.0,10.1,10.2,10.9
791,ARDICR,Pulai,102.3116866,2.984962728,2.0,0.0,0.0,0.0,0.0,0.0
792,ADENBI,Pulai,102.3116905,2.984970275,10.7,13.2,16.2,20.0,23.3,26.5
793,ANAXJA,Pulai,102.3116956,2.984962488,2.5,2.9,3.1,0.0,0.0,0.0
794,ARDICR,Pulai,102.3116887,2.984970143,4.0,4.2,5.3,4.6,4.7,5.0
795,RINOAN,Pulai,102.3116903,2.984972981,2.5,2.7,3.6,2.9,3.2,3.3
796,DIOSVE,Pulai,102.3116844,2.984979801,3.0,0.0,0.0,0.0,0.0,0.0
797,DIOSBU,Pulai,102.3116833,2.984982441,7.8,8.0,8.5,8.6,8.8,9.5
798,BUCHSE,Pulai,102.3116915,2.984981232,1.0,1.4,1.4,2.1,2.2,3.7
799,BARRMA,Pulai,102.3116966,2.984974346,2.0,2.4,2.4,2.4,2.4,3.1
800,NEOBHE,Chen,102.3116964,2.98497615,2.0,2.1,0.0,0.0,0.0,0.0
801,DIOSSC,Pulai,102.3116777,2.984997445,1.5,0.0,0.0,0.0,0.0,0.0
802,APORM1,Pulai,102.3116861,2.984981737,1.5,1.7,1.9,0.0,0.0,0.0
803,ANAXJA,Pulai,102.3117166,2.984983985,2.5,2.9,3.1,0.0,0.0,0.0
804,SHORAC,Sal,102.3117179,2.984991334,18.7,19.0,19.2,0.0,0.0,0.0
805,PALAMA,Pulai,102.311719,2.984976,28.2,29.4,31.3,33.9,35.6,56.4
806,PIMEGR,Pulai,102.3117221,2.984970786,2.0,2.6,2.6,2.6,2.8,0.0
807,IXONIC,Pulai,102.3117214,2.984968014,1.5,1.9,1.9,2.1,0.0,0.0
808,IXONIC,Pulai,102.3117045,2.984964051,2.5,3.0,3.0,3.1,3.3,4.1
809,IXONIC,Pulai,102.3117044,2.984965855,1.5,0.0,0.0,0.0,0.0,0.0
810,XERONO,Pulai,102.3117042,2.984968561,1.5,1.9,2.0,2.2,2.3,2.7
811,MONOMA,Pulai,102.3117119,2.984950082,3.5,5.1,5.6,5.2,5.9,7.2
812,ALPHEL,Pulai,102.3117288,2.984953142,18.8,19.9,21.0,21.8,23.1,24.3
813,IXONIC,Pulai,102.3116144,2.984925894,2.0,2.6,2.9,3.1,3.1,3.2
814,ANAXJA,Pulai,102.3117247,2.984971886,1.0,1.4,1.7,1.8,2.0,0.0
815,KNEMLA,Pulai,102.3117253,2.98497556,2.5,2.7,2.7,2.7,3.0,3.4
817,HORSS1,Pulai,102.3117274,2.984983877,10.7,11.0,0.0,0.0,0.0,0.0
819,ARDICR,Pulai,102.3117244,2.984988189,1.0,1.3,1.3,1.3,0.0,0.0
820,PAYELU,Pulai,102.3117304,2.98499226,1.5,1.8,2.0,2.3,2.0,2.2
821,ANAXJA,Pulai,102.3117379,2.984976486,1.5,2.0,2.3,2.4,2.9,4.5
822,LITHCU,Pulai,102.3117412,2.984993053,1.0,1.3,0.0,0.0,0.0,0.0
823,DILLSU,Pulai,102.3117422,2.984991315,1.0,1.4,0.0,0.0,0.0,0.0
824,XERONO,Pulai,102.3117519,2.984994749,2.5,2.7,2.9,3.0,3.8,3.9
825,ARDIPA,Pulai,102.3117514,2.984989271,8.0,1.1,0.0,0.0,0.0,0.0
826,MEL1FU,Pulai,102.3117533,2.984987599,2.0,2.0,2.0,2.2,2.1,3.0
828,HEL2VE,Pulai,102.3117647,2.984979372,3.5,3.5,3.8,3.9,4.3,4.5
829,XERONO,Pulai,102.3117621,2.984979174,1.0,1.3,1.5,1.5,0.0,0.0
830,EPIPMA,Pulai,102.3117675,2.984978668,1.0,1.8,2.1,2.3,0.0,0.0
831,ANI1ME,Sal,102.3117667,2.984965006,2.0,0.0,0.0,0.0,0.0,0.0
832,CRY1RU,Pulai,102.311645,2.984927241,2.5,3.1,3.2,3.4,4.0,4.2
833,DIOSSC,Pulai,102.3117532,2.984964916,2.0,3.0,3.2,3.2,3.3,3.4
834,ANAXJA,Pulai,102.3117528,2.984970328,1.0,2.1,2.1,2.7,3.0,3.4
835,SCLEWA,Pulai,102.3117465,2.984957171,2.0,2.4,2.4,2.9,2.6,2.4
836,KNEMPA,Pulai,102.3117438,2.984957874,2.0,2.4,2.5,2.7,2.8,3.3
837,GOM1SE,Pulai,102.3117397,2.984963924,2.5,2.6,3.1,3.4,3.5,3.8
838,MEL1CA,Pulai,102.3117381,2.984961086,1.5,2.5,2.5,2.1,2.3,0.0
840,GIROSU,Alder,102.3116122,2.98498105,3.0,3.8,4.4,4.4,4.8,5.0
841,GREWBL,Pulai,102.3117239,2.985019892,17.8,20.7,24.1,28.5,31.2,31.2
842,LITSUF,Pulai,102.3117281,2.985024733,2.0,2.9,4.3,0.0,0.0,0.0
843,ALANEB,Pulai,102.311727,2.985026471,5.0,5.6,6.3,7.5,6.7,2.4
844,DIOSNU,Pulai,102.3117251,2.985040837,1.0,0.0,0.0,0.0,0.0,0.0
845,APORM1,Pulai,102.3117264,2.985034589,2.0,2.3,2.7,2.7,2.8,2.8
846,MACALO,Alder,102.3117282,2.985035623,2.5,3.4,4.2,4.8,4.9,5.1
847,EUGEGR,Pulai,102.3117199,2.985037734,2.5,2.7,2.6,5.5,5.8,6.8
848,PAVEGR,Pulai,102.3117343,2.985026098,1.0,1.5,1.6,1.3,0.0,0.0
849,POMEPA,Pulai,102.3117398,2.98502469,3.0,3.5,5.2,4.9,5.3,2.6
850,TETRPO,Pulai,102.3117376,2.98502997,1.0,1.0,0.0,0.0,0.0,0.0
851,ARDICR,Pulai,102.311742,2.985032105,2.5,3.0,3.2,3.4,3.3,3.4
852,MESUGR,Pulai,102.3117414,2.985040223,4.0,4.3,4.8,0.0,0.0,0.0
853,ARDICR,Pulai,102.3116184,2.985377588,4.0,4.2,0.0,0.0,0.0,0.0
854,DIOSSC,Pulai,102.3117636,2.98503279,7.2,0.0,0.0,0.0,0.0,0.0
855,ARDICR,Pulai,102.3117548,2.985016728,1.5,2.5,3.8,3.6,3.7,4.5
856,RINOAN,Pulai,102.3116509,2.984970297,3.0,4.4,0.0,0.0,0.0,0.0
857,ARDICR,Pulai,102.3117591,2.98500707,1.5,1.8,1.8,1.5,0.0,0.0
859,XANTEU,Pulai,102.3117453,2.984998796,4.0,6.8,7.1,7.0,7.1,0.0
860,EPIPMA,Pulai,102.3117409,2.984997563,6.3,6.9,7.3,7.3,7.4,0.0
861,ARDICR,Pulai,102.311747,2.985000732,2.0,2.1,2.1,2.1,2.3,2.3
862,TRIOMA,Pulai,102.3117421,2.985005814,1.0,1.3,1.7,1.5,1.8,2.6
863,PIMEGR,Pulai,102.3117333,2.985014239,11.0,11.8,12.8,14.1,15.4,18.6
864,ARDICR,Pulai,102.3116119,2.985009145,1.5,1.5,1.8,2.2,1.8,0.0
865,ARDICR,Pulai,102.3117213,2.985055973,2.5,2.7,0.0,1.7,1.9,1.8
866,SANTLA,Pulai,102.3117329,2.98504504,1.0,1.5,2.4,2.4,2.5,0.0
867,CANALR,Pulai,102.3117325,2.985050452,3.0,4.3,6.1,6.8,6.7,6.8
868,MACALO,Alder,102.3117236,2.985060681,1.0,1.5,2.1,2.2,2.2,2.4
869,DACRR1,Pulai,102.3117215,2.985065059,3.0,4.2,4.2,4.2,4.3,4.2
870,GARCEU,Pulai,102.3117194,2.985069437,3.0,2.4,3.0,0.0,0.0,0.0
871,IXONIC,Pulai,102.3117239,2.985069768,9.3,10.5,11.0,11.2,11.3,12.1
872,DIOSNU,Pulai,102.3117248,2.985081626,1.0,1.6,0.0,0.0,0.0,0.0
873,APORM1,Pulai,102.3117256,2.985083497,1.5,2.1,0.0,0.0,0.0,0.0
874,MONOMA,Pulai,102.3117248,2.985082528,16.4,16.7,0.0,0.0,0.0,0.0
875,DIOSNU,Pulai,102.3117253,2.985075312,2.0,0.0,0.0,0.0,0.0,0.0
876,PIMEGR,Pulai,102.3117315,2.985076677,7.7,10.6,11.0,11.1,12.0,12.0
877,ENICFU,Pulai,102.3117325,2.985063147,2.5,3.4,4.2,4.2,4.6,5.2
878,ARDICR,Pulai,102.3117477,2.985065173,1.5,1.7,1.8,2.8,2.8,2.8
879,SHORAC,Sal,102.3117421,2.985080177,1.5,3.9,4.8,4.5,0.0,0.0
880,LITSM2,Pulai,102.3116384,2.98504193,1.5,2.1,2.3,2.4,2.7,0.0
881,PHAEOP,Pulai,102.3117636,2.985069971,1.5,1.5,1.9,0.0,0.0,0.0
882,ATUNEX,Pulai,102.3117603,2.985065197,1.0,1.9,2.9,2.9,0.0,0.0
883,HERISI,Pulai,102.3117575,2.9850659,10.7,10.7,11.0,11.8,14.0,16.1
884,PAVEGR,Pulai,102.311756,2.985050368,1.0,1.3,1.4,1.4,1.5,1.7
885,SHORP2,Sal,102.3117538,2.985042953,2.5,3.6,5.3,5.1,5.8,9.5
886,ANAXJA,Pulai,102.3117506,2.985049069,2.5,3.5,3.8,3.8,4.0,4.1
887,DACRR1,Pulai,102.3117497,2.985049905,4.0,5.5,6.5,6.5,7.5,8.9
888,APORM1,Pulai,102.3117455,2.985045966,2.0,2.6,3.0,3.1,3.3,3.8
889,ANAXJA,Pulai,102.3117213,2.985093154,1.5,1.9,2.0,2.1,2.3,0.0
890,HORSS1,Pulai,102.3117278,2.985090009,1.5,3.8,4.2,4.3,4.1,0.0
891,SHORP2,Sal,102.3117261,2.985101669,4.5,5.7,7.0,7.9,8.5,8.9
892,CANAME,Pulai,102.311722,2.985107719,1.0,1.0,0.0,0.0,0.0,0.0
893,ARDICR,Pulai,102.3117164,2.98511093,1.0,0.0,0.0,0.0,0.0,0.0
894,LEPITE,Pulai,102.3117318,2.985109348,1.0,1.5,1.6,0.0,0.0,0.0
895,POL1JE,Pulai,102.3117345,2.985109547,2.0,0.0,0.0,1.5,0.0,0.0
896,LASILO,Pulai,102.3116763,2.985066488,1.0,2.0,0.0,0.0,0.0,0.0
897,MACALO,Alder,102.3117357,2.985106005,5.0,0.0,0.0,0.0,0.0,0.0
898,EUGEDU,Pulai,102.3117404,2.985115422,1.0,1.5,2.7,1.5,1.8,1.9
899,ANAXJA,Pulai,102.3117297,2.985126421,3.5,3.9,4.0,0.0,0.0,0.0
