TAG,SP,Species Group,XCO,YCO,D86,D90,D95,D00,D05,D10
2,SHORAC,Sal,102.3116674,2.984583145,1.5,2.6,2.7,0.0,0.0,0.0
3,MONOMA,Pulai,102.311665,2.984591131,1.5,1.9,1.9,2.0,2.1,2.2
4,SHORP1,Sal,102.3116628,2.984595509,1.0,0.0,0.0,0.0,0.0,0.0
5,KNEMLA,Pulai,102.3116634,2.984600988,1.5,1.9,1.9,1.9,0.0,0.0
6,EUGEDU,Pulai,102.3116673,2.984596742,16.0,19.4,19.7,20.4,22.4,22.3
7,SHORP1,Sal,102.311663,2.984605498,3.0,6.3,6.3,6.1,0.0,0.0
8,DRA1LL,Pulai,102.3117122,2.985773551,3.5,3.5,3.5,0.0,3.5,0.0
9,QUERAR,Pulai,102.31167,2.984596038,1.0,1.1,1.8,0.0,0.0,0.0
10,ARDIRI,Pulai,102.3116665,2.984606664,1.0,1.2,1.2,1.2,0.0,0.0
11,XERONO,Pulai,102.311556,2.984576975,1.0,1.4,1.5,1.6,1.8,0.0
12,ANAXJA,Pulai,102.3116713,2.984615179,1.0,1.1,1.1,1.3,1.8,0.0
13,ARDICR,Pulai,102.3116674,2.984619425,1.5,1.9,1.9,2.0,2.0,2.1
14,SHORM1,Sal,102.311682,2.984617777,1.5,2.7,3.0,3.0,0.0,0.0
15,DRA1LL,Pulai,102.3117522,2.98572027,2.5,3.0,4.1,4.4,5.1,5.6
16,TABECO,Pulai,102.311695,2.984625083,1.0,1.3,1.3,0.0,0.0,0.0
17,QUERAR,Pulai,102.3116965,2.984616129,4.5,5.8,7.0,8.7,11.4,13.8
18,LITHWA,Pulai,102.3116911,2.984592147,7.0,7.2,9.0,10.8,11.8,0.0
19,EUGEC1,Pulai,102.3116762,2.984585611,2.0,2.9,3.1,3.5,4.2,4.7
20,ARDICR,Pulai,102.311662,2.984644417,3.0,3.1,0.0,0.0,0.0,0.0
21,AIDIWA,Pulai,102.3116615,2.984650731,4.0,4.3,4.3,4.3,4.2,0.0
22,APORGL,Pulai,102.3116648,2.984630117,4.5,5.9,5.9,5.9,5.9,6.3
23,GUIOS1,Pulai,102.3116685,2.984666661,1.0,0.0,0.0,0.0,0.0,0.0
24,DIOSAP,Pulai,102.3116874,2.984667147,8.3,7.8,7.9,8.7,9.0,9.7
25,SHORM1,Sal,102.311681,2.984668489,1.0,0.0,0.0,0.0,0.0,0.0
26,SHORM1,Sal,102.3117,2.984667171,1.0,1.3,0.0,0.0,0.0,0.0
27,QUERGE,Pulai,102.3115909,2.984630332,2.5,4.0,4.8,4.9,4.9,5.0
28,EUGECH,Pulai,102.3116918,2.984656588,3.0,4.1,4.4,4.5,4.4,4.5
29,LITHCU,Pulai,102.3117018,2.984642817,2.0,2.9,2.9,3.3,3.6,4.1
30,DRA1LL,Pulai,102.311717,2.985708605,4.5,6.4,7.5,7.5,7.4,7.4
31,QUERAR,Pulai,102.3116953,2.984632365,2.5,4.1,4.3,0.0,0.0,0.0
32,TARES8,Pulai,102.3116891,2.984631,1.5,1.5,1.5,0.0,0.0,0.0
33,AIDIWA,Pulai,102.3116906,2.984635643,4.5,5.6,5.6,5.0,5.7,5.6
34,QUERAR,Pulai,102.3115733,2.984598208,1.5,3.3,3.9,3.9,0.0,0.0
35,DIOSVE,Pulai,102.3116865,2.9846299,5.7,5.6,5.6,0.0,0.0,0.0
36,NEOSKI,Pulai,102.3116719,2.984644242,2.5,2.6,2.7,2.7,2.8,3.2
37,SHORP1,Sal,102.3116811,2.984630405,1.0,2.0,2.1,0.0,0.0,0.0
38,AIDIWA,Pulai,102.3116624,2.984651699,3.0,3.4,0.0,0.0,0.0,0.0
39,UROPGL,Pulai,102.3116601,2.984695063,1.0,0.0,0.0,0.0,0.0,0.0
40,SHORAC,Sal,102.311656,2.984714709,3.0,3.8,4.1,4.3,0.0,0.0
41,SHORL1,Sal,102.3116697,2.984711191,1.5,2.5,0.0,0.0,0.0,0.0
42,CANALR,Pulai,102.3116818,2.984718431,1.0,0.0,0.0,0.0,0.0,0.0
43,SHORL2,Sal,102.3117834,2.984625249,1.0,4.0,4.6,0.0,2.0,0.0
44,KNEMSC,Pulai,102.3116745,2.984707913,1.0,1.3,1.5,1.6,1.9,2.4
46,QUERGE,Pulai,102.3116743,2.98468523,2.0,0.0,0.0,0.0,0.0,0.0
47,QUERGE,Pulai,102.3117606,2.984590925,1.5,3.0,4.5,4.5,0.0,0.0
48,POL1RU,Pulai,102.3116669,2.984675615,4.5,6.4,7.7,5.7,0.0,0.0
49,MONOMA,Pulai,102.3116778,2.984675506,4.5,4.7,5.2,5.5,0.0,0.0
50,RYPAAC,Pulai,102.3116669,2.984676517,3.0,3.7,4.1,4.1,0.0,0.0
51,SHORM1,Sal,102.3115477,2.984689728,1.0,0.0,0.0,0.0,0.0,0.0
52,DRA1LL,Pulai,102.3115675,2.985902543,2.5,2.4,2.4,1.8,1.8,1.9
53,DRA1SL,Pulai,102.3118267,2.984699178,1.0,1.2,1.2,1.3,1.4,1.4
54,AIDIWA,Pulai,102.3116584,2.984754795,1.0,1.8,2.0,2.2,2.1,2.3
55,SHORL1,Sal,102.3116588,2.984762077,1.0,1.9,2.1,0.0,0.0,0.0
56,AIDIWA,Pulai,102.311662,2.984755961,3.5,3.9,4.1,4.1,4.5,5.1
57,AIDIWA,Pulai,102.3116765,2.984754313,1.0,1.8,2.1,2.2,2.3,2.7
58,ELAEP3,Alder,102.3116787,2.984749033,3.0,5.4,5.7,5.6,5.7,0.0
59,SHORM2,Sal,102.3116813,2.984762828,2.0,3.3,3.8,3.9,4.2,4.4
60,CASTME,Pulai,102.31169,2.984755305,4.0,5.9,8.4,8.9,0.0,0.0
61,PORTAN,Alder,102.3116938,2.984751962,2.0,2.8,3.3,3.1,3.6,3.8
62,LITHRA,Pulai,102.3116941,2.984748353,2.5,4.5,6.1,6.2,0.0,0.0
63,EUGECH,Pulai,102.3116871,2.98474602,3.0,5.0,6.2,7.1,9.8,11.7
64,RINOSC,Pulai,102.3116874,2.984740608,1.0,1.0,1.1,1.2,1.5,1.7
65,EUGEP4,Pulai,102.3116837,2.98474305,5.5,7.3,8.6,10.5,12.3,12.3
66,ROTHMA,Pulai,102.3116953,2.984731215,1.0,0.0,0.0,0.0,0.0,0.0
67,GIROPA,Alder,102.31168,2.984730993,2.5,2.8,3.4,3.5,3.6,4.0
68,SHORBR,Sal,102.3116832,2.984723975,3.5,7.3,8.7,9.3,10.0,12.0
69,DIPTCR,Sal,102.3116979,2.984721425,84.5,82.0,83.6,85.0,86.0,0.0
70,SHORL1,Sal,102.3116973,2.984728641,1.5,4.1,4.3,4.4,0.0,0.0
71,LITHWA,Pulai,102.3116999,2.984743338,1.0,0.0,0.0,0.0,0.0,0.0
72,IXORLO,Pulai,102.3116997,2.984746044,3.0,3.5,3.9,4.0,4.0,4.2
73,CANAPA,Pulai,102.3116987,2.984747782,1.5,2.0,2.3,2.5,2.9,3.2
74,RINOSC,Pulai,102.3115848,2.984726013,1.0,1.3,1.3,1.5,1.7,1.6
75,TARES8,Pulai,102.3117068,2.984759268,1.0,1.1,1.1,1.5,0.0,0.0
76,PEN1MO,Pulai,102.3117032,2.984759905,3.0,4.4,5.3,5.7,7.0,8.0
77,EURYLO,Pulai,102.3117071,2.98475566,4.5,5.3,5.5,0.0,0.0,0.0
78,POMEPA,Pulai,102.3117074,2.984763844,3.0,3.3,3.3,3.4,3.5,3.4
79,CLERDE,Pulai,102.3117082,2.984764812,1.0,1.1,1.1,0.0,0.0,0.0
80,ANI1ME,Sal,102.31171,2.984764944,3.5,4.6,4.6,4.6,4.8,4.7
81,PAVEGR,Pulai,102.311712,2.984762371,1.5,1.1,0.0,0.0,0.0,0.0
82,GIRONE,Alder,102.3117277,2.984758083,10.4,11.6,11.9,0.0,0.0,0.0
83,XANTEU,Pulai,102.3117313,2.984758347,1.0,1.4,1.5,1.9,2.0,2.1
84,MEMEDI,Alder,102.3116193,2.984723113,1.5,2.7,2.7,2.3,0.0,0.0
85,KNEMSC,Pulai,102.311733,2.984759381,1.0,1.4,1.4,1.5,1.3,0.0
86,DRA1LL,Pulai,102.3115614,2.985999126,2.5,2.2,2.5,2.4,2.7,2.8
87,ATUNEX,Pulai,102.3117371,2.984765124,1.0,1.6,1.7,1.8,0.0,0.0
88,SHORP1,Sal,102.3117382,2.98474979,2.5,4.7,0.0,0.0,0.0,0.0
89,KNEMSC,Pulai,102.3117301,2.984750097,5.0,5.3,5.7,5.7,5.6,0.0
90,EUGECL,Pulai,102.3117321,2.984746621,11.2,12.5,13.4,13.9,14.6,15.7
91,ERYCAL,Pulai,102.3117383,2.984747986,1.0,1.6,5.1,2.0,1.8,1.7
92,POL1RU,Pulai,102.3117301,2.984724708,4.5,4.7,5.1,5.0,5.3,5.2
93,KNEMSC,Pulai,102.3117329,2.984724004,4.0,4.9,5.1,5.3,5.4,6.7
94,QUERAR,Pulai,102.3117266,2.984723541,1.0,2.9,3.2,3.1,3.1,0.0
95,ARDICR,Pulai,102.3117225,2.984742285,1.5,1.7,0.0,0.0,0.0,0.0
96,ARDICR,Pulai,102.3117216,2.984742219,4.5,4.7,0.0,0.0,0.0,0.0
97,LITHCU,Pulai,102.3117156,2.984749941,3.0,3.7,4.2,4.3,4.6,4.8
98,SHORL1,Sal,102.3117169,2.984745497,1.0,3.9,4.1,4.1,0.0,0.0
99,ROTHMA,Pulai,102.3117213,2.984745827,1.0,1.0,1.2,1.2,1.1,0.0
100,GOM1SE,Pulai,102.3115938,2.984652311,1.0,1.7,1.9,2.0,2.0,2.1
101,SHORM1,Sal,102.3117059,2.984698435,46.1,46.2,47.3,48.0,0.0,0.0
102,PRUNAR,Pulai,102.3117131,2.984709855,1.5,2.0,2.1,2.4,2.1,2.2
103,SHORL1,Sal,102.3117117,2.98470431,1.0,0.0,0.0,0.0,0.0,0.0
104,ANT1CO,Alder,102.3117174,2.984712891,8.2,9.5,10.3,11.4,12.3,14.2
105,THOTGR,Pulai,102.311706,2.984709326,1.0,0.0,0.0,0.0,0.0,0.0
106,SHORP1,Sal,102.3117184,2.984699361,2.5,4.0,4.2,0.0,0.0,0.0
107,ANI1ME,Sal,102.3116091,2.984665228,3.0,3.8,4.1,4.2,4.1,4.1
108,KNEMFU,Pulai,102.311726,2.984707172,2.0,0.0,0.0,0.0,0.0,0.0
109,QUERAR,Pulai,102.3117395,2.984719055,1.0,3.9,5.9,6.5,6.8,0.0
110,DURIGR,Pulai,102.3117417,2.984714677,4.0,4.3,4.7,4.6,4.7,4.7
111,CASTME,Pulai,102.3117259,2.984696282,1.5,0.0,0.0,0.0,0.0,0.0
112,CASTME,Pulai,102.3117243,2.984692542,7.0,7.0,9.3,9.7,10.1,0.0
113,MEMEAM,Alder,102.3117145,2.984678218,2.0,2.7,2.7,2.9,3.6,4.0
114,LITHWA,Pulai,102.3117128,2.984677183,2.0,4.5,5.5,5.5,5.6,5.6
115,QUERAR,Pulai,102.3117066,2.984638637,1.0,3.5,3.8,4.0,0.0,0.0
116,MONOMA,Pulai,102.3117048,2.984638505,15.1,16.1,18.8,22.3,26.4,29.5
117,APORAU,Pulai,102.3117183,2.984639497,1.5,1.1,0.0,0.0,0.0,0.0
118,QUERAR,Pulai,102.3117054,2.984654874,2.5,4.8,5.5,5.9,6.6,6.5
119,SHORP1,Sal,102.3117069,2.98467221,9.8,12.1,14.2,0.0,21.7,23.2
120,TRIOMA,Pulai,102.3117184,2.984674874,1.5,2.2,2.0,2.0,2.4,2.4
121,PAVEGR,Pulai,102.3117173,2.98466482,1.5,2.1,2.4,0.0,0.0,0.0
122,BACCRE,Pulai,102.3117214,2.984671464,3.5,4.1,4.4,4.9,5.3,5.4
123,SHORP1,Sal,102.311611,2.984626375,1.0,1.8,0.0,0.0,0.0,0.0
124,XANTRU,Pulai,102.311721,2.984675975,26.0,27.0,28.2,29.2,30.7,32.7
125,RINOSC,Pulai,102.3117376,2.984671753,1.0,0.0,1.1,1.3,1.6,1.5
126,RINOSC,Pulai,102.3117463,2.984651535,2.5,1.5,2.0,1.9,2.3,2.0
127,TABECO,Pulai,102.3117395,2.984657386,4.0,0.0,0.0,2.8,4.1,4.1
128,ALPHMA,Pulai,102.3117757,2.984593853,5.0,4.9,0.0,0.0,0.0,0.0
129,QUERAR,Pulai,102.3117225,2.984643436,1.5,3.6,4.8,5.4,5.8,5.9
130,ARCHBU,Pulai,102.3116074,2.984551747,2.5,3.4,4.1,4.9,5.2,5.6
131,QUERAR,Pulai,102.3117264,2.984589314,4.0,5.3,5.7,2.6,4.4,5.0
132,EUGEDE,Pulai,102.3117218,2.984591689,2.5,5.1,6.3,5.8,6.3,6.3
133,DRYPPE,Pulai,102.311709,2.984606164,1.0,1.4,1.7,2.0,2.3,2.5
134,QUERAR,Pulai,102.311732,2.984625088,1.0,4.2,5.3,5.7,7.4,10.2
135,SHORAC,Sal,102.3117738,2.984719764,1.5,3.0,3.3,3.5,3.6,3.6
136,POPOPI,Pulai,102.3117381,2.984615563,1.5,4.1,4.3,4.6,5.3,5.5
137,DIPTCR,Sal,102.3117454,2.984601593,3.0,3.3,2.6,0.0,2.8,2.5
138,HORSCR,Pulai,102.311742,2.984610415,1.0,1.5,1.5,2.0,2.0,1.9
139,SHOROV,Sal,102.3117427,2.984589602,3.0,3.5,3.6,3.8,5.8,6.1
140,QUERAR,Pulai,102.3117406,2.984593078,5.0,10.4,18.1,0.0,0.0,0.0
141,NEOBHE,Chen,102.3117371,2.98459101,1.5,2.5,2.8,4.2,4.8,5.8
142,KNEMLA,Pulai,102.311738,2.98460377,2.0,2.5,2.6,2.6,2.7,2.6
143,GOM1SE,Pulai,102.3117342,2.984606212,1.0,1.6,1.6,2.0,2.3,2.3
145,IXONIC,Pulai,102.3117541,2.984593168,2.5,4.6,5.7,0.0,0.0,0.0
146,CRY1RU,Pulai,102.3117549,2.98463222,1.0,2.3,2.3,2.8,3.5,3.8
147,QUERAR,Pulai,102.3116496,2.984591135,1.0,3.7,4.4,4.5,4.6,1.8
148,LITHWR,Pulai,102.3117611,2.984596403,1.0,1.9,2.0,0.0,0.0,0.0
149,LITHWR,Pulai,102.3117629,2.984596535,2.0,4.3,5.6,6.5,0.0,0.0
150,KNEMSC,Pulai,102.3117916,2.984624041,1.5,1.3,1.7,1.7,2.2,2.0
151,APORAU,Pulai,102.3117868,2.984627318,1.5,1.8,1.8,2.1,2.5,2.4
152,QUERAR,Pulai,102.3117862,2.984635436,1.5,4.0,5.4,6.3,8.4,9.3
153,DIPLMA,Pulai,102.311787,2.984624612,3.5,0.0,1.4,2.1,3.6,3.7
154,MEMEDI,Alder,102.3117894,2.984616626,2.0,2.4,2.4,2.4,0.0,0.0
155,PAYELU,Pulai,102.3117899,2.984610312,1.0,1.6,0.0,0.0,0.0,0.0
156,CRY1RU,Pulai,102.3117885,2.984604767,1.0,1.1,1.2,0.0,0.0,0.0
157,GIROPA,Alder,102.3117922,2.98461502,1.0,1.7,2.0,0.0,0.0,0.0
158,SHORBR,Sal,102.311794,2.984615153,3.0,5.6,7.1,8.6,10.4,12.4
159,DACRR1,Pulai,102.3117937,2.984606968,2.5,4.0,4.6,4.5,5.8,6.0
160,AIDIWA,Pulai,102.311791,2.984594977,1.5,2.4,3.1,4.5,6.5,8.0
161,ANAXJA,Pulai,102.3117927,2.984596012,1.0,0.0,0.0,0.0,1.3,1.5
162,AGLAFO,Pulai,102.3117912,2.984592271,2.5,2.7,3.0,3.1,3.3,3.5
163,BLUMSU,Pulai,102.3117639,2.984632881,2.0,0.0,0.0,0.0,1.4,1.6
164,PIMEGR,Pulai,102.3117565,2.984647752,6.1,6.4,8.1,8.3,8.3,8.2
165,SHORL1,Sal,102.311754,2.98465664,89.0,89.0,89.2,0.0,0.0,0.0
166,RINOSC,Pulai,102.3117568,2.984655035,1.5,1.8,2.0,2.3,2.4,2.5
167,QUERAR,Pulai,102.311748,2.984665264,1.0,3.9,6.3,7.3,7.4,7.6
168,ARDICR,Pulai,102.311769,2.984636886,2.0,0.0,0.0,0.0,0.0,0.0
169,QUERAR,Pulai,102.3117749,2.984642761,3.0,5.0,7.1,7.5,8.2,9.6
170,CRY1RU,Pulai,102.3117819,2.984645094,2.0,2.8,0.0,0.0,0.0,0.0
171,ARDICR,Pulai,102.3116635,2.984611201,1.0,1.0,1.1,1.1,1.5,1.5
172,DACRR1,Pulai,102.3117457,2.984695933,2.5,2.7,3.1,3.1,2.8,2.6
173,REINCI,Pulai,102.3117549,2.984682096,7.0,0.0,0.0,0.0,0.0,0.0
174,QUERAR,Pulai,102.311751,2.984710828,1.5,3.1,3.8,3.9,4.4,4.8
175,XANTEU,Pulai,102.3117528,2.984722753,7.2,6.4,6.9,7.0,7.4,7.8
176,AIDIWA,Pulai,102.3117698,2.984724009,11.0,12.6,13.5,15.1,17.3,19.6
177,QUERAR,Pulai,102.3117517,2.984700004,2.0,4.5,5.4,2.2,2.3,0.0
178,ANI1ME,Sal,102.3117729,2.984718795,1.0,2.5,2.2,2.2,2.3,2.3
179,DACRR1,Pulai,102.3117753,2.984723504,3.5,4.5,4.8,4.7,4.7,4.7
180,ARDICR,Pulai,102.3117779,2.984724604,1.0,0.0,0.0,0.0,0.0,0.0
181,APORM1,Pulai,102.3117863,2.984721591,1.0,1.2,1.8,1.7,0.0,0.0
182,STERPA,Pulai,102.3117853,2.984709733,4.5,5.1,6.2,0.0,0.0,0.0
183,GOMPCA,Pulai,102.3117854,2.984707929,1.5,1.5,1.7,1.7,1.8,1.8
184,LITHWA,Pulai,102.3117825,2.984698644,3.0,0.0,0.0,0.0,0.0,0.0
185,CASTME,Pulai,102.3117663,2.984698356,1.0,4.1,0.0,0.0,0.0,0.0
186,LITHRA,Pulai,102.3117654,2.984686497,1.5,3.7,5.6,0.0,0.0,0.0
187,CANALT,Pulai,102.3117593,2.984683328,1.0,2.3,2.8,2.8,2.9,2.9
188,SHORBR,Sal,102.3117476,2.984731442,1.0,1.8,2.4,2.3,0.0,0.0
189,CANALR,Pulai,102.3117449,2.984732146,1.0,1.8,1.8,1.9,0.0,0.0
190,HORSS1,Pulai,102.3117413,2.98475727,6.0,6.3,0.0,0.0,0.0,0.0
191,MACACO,Alder,102.311637,2.985939404,2.5,2.4,0.0,0.0,0.0,0.0
192,PHAEOP,Pulai,102.3117409,2.984761781,3.5,3.6,3.6,3.9,3.6,0.0
193,KNEMFU,Pulai,102.3117596,2.984765875,2.5,2.8,0.0,0.0,0.0,0.0
194,SHORL2,Sal,102.3117764,2.984757143,67.5,69.2,69.5,0.0,0.0,0.0
195,IXORGG,Pulai,102.3117761,2.984762556,1.5,3.1,3.1,0.0,2.7,0.0
196,PHAEOP,Pulai,102.3117745,2.984759717,4.5,4.3,0.0,0.0,0.0,0.0
197,NEOBHE,Chen,102.311754,2.984743698,17.6,18.5,20.3,23.0,25.6,26.7
198,ARCHBU,Pulai,102.3117735,2.984747859,6.4,9.1,11.6,13.8,14.9,16.2
199,DIOSVE,Pulai,102.3116614,2.984714429,4.5,4.8,4.8,4.9,4.9,4.8
200,AIDIWA,Pulai,102.3117789,2.984748255,3.0,3.5,3.9,0.0,4.1,4.2
201,ARDICR,Pulai,102.3117751,2.984738003,2.5,3.4,0.0,0.0,0.0,0.0
202,ARDICR,Pulai,102.3117769,2.984738135,1.0,1.3,0.0,0.0,0.0,0.0
203,LASIS1,Pulai,102.3117795,2.984740137,1.0,1.5,0.0,0.0,0.0,0.0
204,ARDICR,Pulai,102.311784,2.984739566,2.0,2.5,2.7,2.7,2.7,2.8
205,CASTME,Pulai,102.3117835,2.98473499,5.0,0.0,2.5,2.6,0.0,0.0
206,PEN1MO,Pulai,102.3117839,2.984728675,2.0,3.0,3.5,0.0,0.0,0.0
207,ARDICR,Pulai,102.3117732,2.98472698,4.0,0.0,0.0,0.0,0.0,0.0
208,ARDICR,Pulai,102.3117687,2.984726649,2.5,3.3,0.0,0.0,0.0,0.0
209,NEPHCO,Pulai,102.3117581,2.984736746,2.5,3.1,3.2,0.0,0.0,0.0
210,ARDICR,Pulai,102.3117949,2.984738555,1.0,1.3,1.3,1.3,1.6,1.6
211,XANTEU,Pulai,102.3117969,2.984748676,1.0,1.4,1.5,1.5,1.6,1.7
212,MANGIN,Pulai,102.311795,2.984750348,2.5,2.7,2.7,2.8,2.9,0.0
213,AIDIWA,Pulai,102.3117861,2.984748784,2.5,3.2,3.5,4.5,3.9,3.8
214,AIDIWA,Pulai,102.3118016,2.984770787,1.5,2.5,3.0,3.1,0.0,0.0
216,XANTEU,Pulai,102.3118083,2.984765838,1.5,1.7,1.9,1.8,2.0,2.0
217,PIMEGR,Pulai,102.311813,2.984762561,1.0,1.2,1.5,1.5,1.5,1.7
218,XERONO,Pulai,102.3118155,2.984766367,1.0,1.3,1.5,1.6,1.3,2.0
219,SHORL1,Sal,102.311811,2.984766037,1.5,0.0,0.0,0.0,0.0,0.0
220,MESUFE,Pulai,102.311818,2.984756577,4.0,4.6,4.8,4.6,2.0,2.6
221,QUERAR,Pulai,102.3118111,2.984751538,13.7,17.3,22.9,28.8,34.7,41.3
222,ARDICR,Pulai,102.3116715,2.984637186,3.5,0.0,0.0,0.0,0.0,0.0
223,SHORL1,Sal,102.3118279,2.984756403,1.0,0.0,0.0,0.0,0.0,0.0
224,SHOROV,Sal,102.311825,2.984747118,1.0,1.1,0.0,0.0,0.0,0.0
225,APORM1,Pulai,102.3118235,2.984742476,1.5,2.0,2.6,3.1,3.2,3.5
227,PIMEGR,Pulai,102.3118092,2.984741417,4.5,4.9,5.0,4.8,4.8,5.0
228,SHORAC,Sal,102.3118036,2.984742825,33.8,36.4,37.3,37.5,36.7,36.9
229,CANALR,Pulai,102.3118022,2.98473728,1.5,2.4,2.7,2.9,3.0,3.1
230,DIPLMA,Pulai,102.3118007,2.98473354,2.5,3.1,3.3,3.7,3.8,4.0
231,QUERAR,Pulai,102.3118001,2.984692684,3.0,0.0,0.0,0.0,0.0,0.0
232,QUERAR,Pulai,102.3117955,2.984694158,1.0,0.0,0.0,0.0,0.0,0.0
233,GIROPA,Alder,102.3117942,2.984699504,7.9,8.3,8.3,8.7,9.0,9.3
234,SHORP1,Sal,102.3117893,2.984704585,2.0,0.0,0.0,0.0,0.0,0.0
235,TRIOMA,Pulai,102.3117891,2.984707291,15.4,0.0,0.0,0.0,0.0,0.0
236,XERONO,Pulai,102.3117906,2.984723726,1.5,1.3,0.0,0.0,0.0,0.0
237,APORM1,Pulai,102.3117959,2.984725025,1.0,1.4,0.0,0.0,0.0,0.0
238,DACRR1,Pulai,102.3117996,2.984724387,3.0,3.4,3.9,4.2,4.0,4.1
240,BARRMA,Pulai,102.3118272,2.984717351,4.5,5.9,6.4,6.8,7.0,7.3
241,GARCNE,Pulai,102.3118253,2.984706328,9.7,12.3,14.4,15.2,17.3,18.4
242,APORM1,Pulai,102.3118239,2.984700784,1.0,2.0,2.0,2.2,2.5,2.7
243,ARDICR,Pulai,102.3118294,2.984698475,5.0,5.4,5.6,5.6,0.0,0.0
244,XERONO,Pulai,102.3118124,2.984684524,3.5,4.5,4.5,4.6,4.0,4.1
245,APORM1,Pulai,102.3118172,2.984705733,2.0,2.5,2.5,2.5,3.2,3.3
246,LITHWA,Pulai,102.3118143,2.984708241,1.5,2.3,2.9,3.4,3.5,0.0
247,UROPGL,Pulai,102.3117956,2.984704146,1.5,2.9,0.0,0.0,0.0,0.0
248,NEOBHE,Chen,102.3116869,2.984660993,1.5,0.0,0.0,0.0,0.0,0.0
249,AIDIWA,Pulai,102.3117938,2.984642346,6.7,7.4,8.3,8.9,10.1,10.0
250,XYLOM2,Pulai,102.3118009,2.984644679,2.5,2.7,2.5,3.5,4.0,4.3
251,QUERAR,Pulai,102.3117931,2.984676755,1.5,2.1,0.0,0.0,0.0,0.0
252,ARDICR,Pulai,102.3117965,2.984680627,5.1,0.0,0.0,0.0,0.0,0.0
253,APORM1,Pulai,102.3118126,2.984681818,2.5,3.5,1.7,2.1,2.4,2.5
254,PAR2DE,Sal,102.3118237,2.984678101,7.4,7.6,7.8,7.6,7.6,9.1
255,APORM1,Pulai,102.3118274,2.984677464,1.5,1.8,1.9,2.1,2.5,2.4
256,LITHEW,Pulai,102.3118267,2.984674691,5.0,9.9,17.8,0.0,0.0,0.0
257,SHORP2,Sal,102.3118232,2.984685317,1.0,1.8,2.2,2.6,3.4,3.5
258,PAVEGR,Pulai,102.3118207,2.984682413,1.0,1.4,1.4,1.3,0.0,0.0
259,NEOSNI,Pulai,102.3118325,2.984681468,3.0,3.2,3.4,3.6,4.0,4.0
260,MYRICI,Pulai,102.3118233,2.984646332,1.0,2.1,3.0,3.6,4.5,5.0
262,ARDICR,Pulai,102.3118107,2.984646308,1.0,1.5,1.7,1.6,1.7,2.0
263,LITHCU,Pulai,102.3118118,2.984642766,1.0,2.2,0.0,0.0,0.0,0.0
264,CANALL,Pulai,102.3118119,2.984641864,8.0,10.4,12.7,13.4,15.4,16.7
265,SHORP1,Sal,102.311692,2.98456705,3.0,7.7,14.1,21.0,28.2,35.2
266,DURISI,Pulai,102.311804,2.984614076,1.0,1.2,0.0,0.0,0.0,0.0
267,CRY1RU,Pulai,102.3118071,2.984620655,1.0,1.6,1.7,1.7,0.0,0.0
268,XERONO,Pulai,102.3117973,2.984619025,2.0,3.2,3.4,3.9,5.0,5.6
269,NEOBHE,Chen,102.3118043,2.984634955,9.4,11.3,13.8,16.6,21.1,24.1
270,GLUTM2,Pulai,102.3118074,2.984628839,6.6,7.0,7.2,7.5,8.0,8.1
271,ARDICR,Pulai,102.311815,2.984623956,2.0,2.7,2.7,3.0,2.9,0.0
272,MESUFE,Pulai,102.3117004,2.984599414,1.0,1.7,2.0,2.0,2.1,2.1
273,SHORL1,Sal,102.3118278,2.984633968,1.0,3.9,3.9,0.0,0.0,0.0
274,VATIPA,Sal,102.311836,2.984608272,2.5,3.1,3.5,3.6,4.0,4.0
275,ALPHMA,Pulai,102.3118207,2.984620745,3.0,4.4,4.7,4.9,5.8,5.8
276,SHORBR,Sal,102.3118155,2.98461674,5.8,8.4,9.4,9.5,9.8,0.0
277,APORM1,Pulai,102.3118187,2.984622416,4.0,3.9,4.3,3.8,0.0,0.0
278,ALANEB,Pulai,102.3118272,2.984604905,1.0,1.2,0.0,0.0,0.0,0.0
279,TARES8,Pulai,102.311818,2.984596059,1.0,1.1,1.1,0.0,0.0,0.0
280,SHORL1,Sal,102.3118158,2.984600437,1.5,1.8,0.0,0.0,0.0,0.0
281,POMEPA,Pulai,102.3116491,2.984771338,5.0,7.2,9.2,9.7,11.0,10.5
282,ARDICR,Pulai,102.3116528,2.9847707,1.5,2.2,2.5,2.6,2.5,2.8
283,SHORL2,Sal,102.3116655,2.98476892,65.2,66.0,66.5,67.0,68.0,68.9
284,RINOAN,Pulai,102.3116488,2.984788543,3.0,2.3,2.6,2.6,0.0,0.0
285,ARDICR,Pulai,102.3116515,2.984787839,2.5,0.0,0.0,0.0,0.0,0.0
286,SINDCO,Pulai,102.3116482,2.984796661,2.5,3.6,4.2,5.1,6.1,6.8
288,CANALR,Pulai,102.3116563,2.984796354,2.0,2.7,3.3,3.9,3.9,3.9
291,RINOAN,Pulai,102.3115414,2.98476453,3.0,3.6,3.8,3.4,3.7,3.7
292,APORM1,Pulai,102.3116583,2.984806475,2.0,2.6,2.5,3.0,3.0,3.0
294,RINOAN,Pulai,102.3116785,2.984801615,2.0,2.1,2.6,2.4,2.5,2.6
295,SHORM2,Sal,102.3116851,2.98480936,2.5,3.5,4.1,4.6,5.1,5.5
296,CANALR,Pulai,102.3116854,2.984805752,1.5,2.1,2.5,2.4,2.6,2.6
297,ARDICR,Pulai,102.3116635,2.984784188,2.0,2.6,2.9,2.7,2.8,2.8
